SOURCE_SYSTEM|DATA_KEY|DATA_ACTION|ACTION_DATE|ASSET_ID|ELR_ID|TRACK_DESCRIPTION|MILEAGE_FROM|MILEAGE_TO|ACCESS_POINT_TYPE_CODE|ACCESS_POINT_TYPE_DESC|ACCESS_POINT_NAME|LATITUDE|LONGITUDE|EASTING|NORTHING|POSITION_DESCRIPTION|STATUS_DESC|POSTCODE|ZONE_CODE|DATE_OF_LAST_UPDATE
"NHD"|40435384|"I"|"29-Mar-2018"|40435384|"MVL3"|"Up Main/Fast"|10.1018|10.1018|"MAV"|"Authorised Access Point - Vehicle"|"MOSSLEY STATION CAR PARK"|||397335.0|402161.0|"Right Hand Side"|"Operational"||"QR"|"23-Mar-2017"
"NHD"|40435385|"I"|"29-Mar-2018"|40435385|"MVL3"|"Up Main/Fast"|10.1285|10.1285|"MAR"|"Authorised Access Point - Road-Rail Machines"|"MANCHESTER ROAD RRAP"|||397383.0|402397.0|"Right Hand Side"|"Operational"|"OL5 9AN"|"QR"|"23-Mar-2017"
"NHD"|40435386|"I"|"29-Mar-2018"|40435386|"MVL3"|"Down Main/Fast"|12.0620|12.0620|"MAR"|"Authorised Access Point - Road-Rail Machines"|"OAKLANDS ROAD"|||398681.0|404425.0|"Left Hand Side"|"Operational"|"OL4 4EQ"|"QR"|"23-Mar-2017"
"NHD"|40435387|"I"|"24-Jul-2019"|40435387|"DEL"|"Up Main/Fast"|12.1235|12.1235|"MAP"|"Authorised Access Point - Pedestrian"|"GREENFIELD STATION"|||399163.0|404686.0|"Right Hand Side"|"Out of service due to condition "||"QR"|"15-Jul-2019"
"NHD"|40435388|"I"|"24-Jul-2019"|40435388|"DEL"|"Down Main/Fast"|12.1243|12.1243|"MAP"|"Authorised Access Point - Pedestrian"|"GREENFIELD STATION"|||399168.0|404692.0|"Left Hand Side"|"Out of service due to condition "||"QR"|"15-Jul-2019"
"NHD"|40435389|"I"|"29-Mar-2018"|40435389|"MVL3"|"Up Main/Fast"|14.1742|14.1742|"MAR"|"Authorised Access Point - Road-Rail Machines"|"DIGGLE JN."|||400621.0|407931.0|"Right Hand Side"|"Operational"||"QR"|"23-Mar-2017"
"NHD"|40435390|"I"|"29-Mar-2018"|40435390|"MVL3"|"Up Main/Fast"|15.0130|15.0130|"MAP"|"Authorised Access Point - Pedestrian"|"DIGGLE JN."|||400704.0|408039.0|"Right Hand Side"|"Operational"||"QR"|"23-Mar-2017"
"NHD"|40435453|"I"|"29-Mar-2018"|40435453|"ETC"|"Rev Single"|95.0884|95.0884|"MAP"|"Authorised Access Point - Pedestrian"|"OB 262"|||338330.0|558184.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40435454|"I"|"29-Mar-2018"|40435454|"ETC"|"Rev Single"|96.0201|96.0201|"MAV"|"Authorised Access Point - Vehicle"|"STAINTON"|||338209.0|557214.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436365|"I"|"29-Mar-2018"|40436365|"WCM1"|"Down Main/Fast"|0.0920|0.0920|"MAV"|"Authorised Access Point - Vehicle"|"CALDERGATE  <IRISH GATE BROW BGE.11>"|||339600.0|556059.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436366|"I"|"29-Mar-2018"|40436366|"WCM1"|"Up Main/Fast"|0.1292|0.1292|"MAV"|"Authorised Access Point - Vehicle"|"CALDEW BRIDGE BGE.3A"|||339426.0|556338.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436367|"I"|"29-Mar-2018"|40436367|"WCM1"|"Up Loop"|1.0696|1.0696|"MAP"|"Authorised Access Point - Pedestrian"|"ETTERBY"|||338784.0|557184.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436368|"I"|"29-Mar-2018"|40436368|"WCM1"|"Up Main/Fast"|2.0641|2.0641|"MAV"|"Authorised Access Point - Vehicle"|"KINGS DRIVE/CARGO CROSSING"|||338122.0|558601.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436369|"I"|"29-Mar-2018"|40436369|"WCM1"|"Up Main/Fast"|3.0963|3.0963|"MAP"|"Authorised Access Point - Pedestrian"|"CRINDLE DYKE"|||337354.0|560352.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436370|"I"|"29-Mar-2018"|40436370|"WCM1"|"Up Main/Fast"|4.0041|4.0041|"MAV"|"Authorised Access Point - Vehicle"|"ROCKLIFFE"|||337041.0|561066.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436371|"I"|"29-Mar-2018"|40436371|"WCM1"|"Up Main/Fast"|4.1655|4.1655|"MAP"|"Authorised Access Point - Pedestrian"|"BLACKRIGG BGE.13"|||336447.0|562419.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436372|"I"|"29-Mar-2018"|40436372|"WCM1"|"Down Main/Fast"|6.0147|6.0147|"MAP"|"Authorised Access Point - Pedestrian"|"FLORISTON LC  DOWN SIDE"|||335598.0|564041.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436373|"I"|"29-Mar-2018"|40436373|"WCM1"|"Up Main/Fast"|6.0145|6.0145|"MAV"|"Authorised Access Point - Vehicle"|"FLORISTON LC  UP SIDE"|||335599.0|564040.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436374|"I"|"29-Mar-2018"|40436374|"WCM1"|"Down Main/Fast"|7.0626|7.0626|"MAV"|"Authorised Access Point - Vehicle"|"MOSSBAND FLYOVER"|||334458.0|565738.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436375|"I"|"29-Mar-2018"|40436375|"WCM1"|"Down Main/Fast"|8.0226|8.0226|"MAP"|"Authorised Access Point - Pedestrian"|"BGE.18  LINGLESTON"|||333760.0|566776.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436376|"I"|"29-Mar-2018"|40436376|"WCM1"|"Down Main/Fast"|8.1056|8.1056|"MAP"|"Authorised Access Point - Pedestrian"|"GRETNA JN. RELAY ROOM"|||333332.0|567412.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40436377|"I"|"29-Mar-2018"|40436377|"WCM1"|"Up Main/Fast"|8.1093|8.1093|"MAV"|"Authorised Access Point - Vehicle"|"GRETNA JN. FORMER STATION"|||333313.0|567441.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441307|"I"|"29-Mar-2018"|40441307|"CGJ7"|"Down Main/Fast"|47.0065|47.0065|"MAV"|"Authorised Access Point - Vehicle"|"CLIFTON SAWMILL"|||354041.0|525280.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441308|"I"|"29-Mar-2018"|40441308|"CGJ7"|"Down Main/Fast"|47.0555|47.0555|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 157"|||354019.0|525897.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441309|"I"|"29-Mar-2018"|40441309|"CGJ7"|"Up Main/Fast"|48.0071|48.0071|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 161"|||353515.0|526685.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441310|"I"|"29-Mar-2018"|40441310|"CGJ7"|"Up Main/Fast"|48.1353|48.1353|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 165 <EWES CRAG>"|||352409.0|527063.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441311|"I"|"29-Mar-2018"|40441311|"CGJ7"|"Up Main/Fast"|49.0596|49.0596|"MAV"|"Authorised Access Point - Vehicle"|"GLENDOWN FARM"|||351535.0|527357.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441312|"I"|"29-Mar-2018"|40441312|"CGJ7"|"All/Multiple Tracks"|49.0657|49.0657|"MAP"|"Authorised Access Point - Pedestrian"|"CLIFTON VILLAGE FOOT CROSSING"|||351487.0|527383.0|"Not Available"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441313|"I"|"29-Mar-2018"|40441313|"CGJ7"|"Down Main/Fast"|49.1184|49.1184|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 166"|||351134.0|527697.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441314|"I"|"29-Mar-2018"|40441314|"CGJ7"|"Up Main/Fast"|50.0823|50.0823|"MAP"|"Authorised Access Point - Pedestrian"|"PENRITH AUCTION MART"|||350594.0|528831.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441315|"I"|"29-Mar-2018"|40441315|"CGJ7"|"Up Main/Fast"|51.1383|51.1383|"MAP"|"Authorised Access Point - Pedestrian"|"NOT AVAILABLE"|||350933.0|530707.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441316|"I"|"29-Mar-2018"|40441316|"CGJ7"|"Down Main/Fast"|51.0880|51.0880|"MAV"|"Authorised Access Point - Vehicle"|"PENRITH SIDINGS-BRIDGE 174"|||351145.0|530311.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441317|"I"|"29-Mar-2018"|40441317|"CGJ7"|"All/Multiple Tracks"|53.0341|53.0341|"MAP"|"Authorised Access Point - Pedestrian"|"LONG ASHES XING"|||349688.0|532602.0|"Not Available"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441318|"I"|"29-Mar-2018"|40441318|"CGJ7"|"Down Main/Fast"|54.0330|54.0330|"MAV"|"Authorised Access Point - Vehicle"|"KITCHEN HILL BRIDGE 184"|||349657.0|534169.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441319|"I"|"29-Mar-2018"|40441319|"CGJ7"|"Down Main/Fast"|56.0053|56.0053|"MAV"|"Authorised Access Point - Vehicle"|"PLUMPTON"|||348745.0|536994.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441320|"I"|"29-Mar-2018"|40441320|"CGJ7"|"Down Main/Fast"|57.0641|57.0641|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 192 PLUMPTON"|||348086.0|539027.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441321|"I"|"29-Mar-2018"|40441321|"CGJ7"|"All/Multiple Tracks"|58.0113|58.0113|"MAP"|"Authorised Access Point - Pedestrian"|"SKELTONS FP CROSSING"|||347633.0|540072.0|"Not Available"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441322|"I"|"29-Mar-2018"|40441322|"CGJ7"|"Down Main/Fast"|58.0771|58.0771|"MAV"|"Authorised Access Point - Vehicle"|"CALTHWAITE BRIDGE 197"|||347366.0|540622.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441323|"I"|"29-Mar-2018"|40441323|"CGJ7"|"Down Main/Fast"|59.1554|59.1554|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 206"|||346361.0|542590.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441324|"I"|"29-Mar-2018"|40441324|"CGJ7"|"Down Main/Fast"|60.1299|60.1299|"MAP"|"Authorised Access Point - Pedestrian"|"BARROW MILL"|||345521.0|543637.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441325|"I"|"29-Mar-2018"|40441325|"CGJ7"|"Down Main/Fast"|63.1102|63.1102|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 221"|||344075.0|547939.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441326|"I"|"29-Mar-2018"|40441326|"CGJ7"|"Up Main/Fast"|64.0252|64.0252|"MAP"|"Authorised Access Point - Pedestrian"|"WREAY BRIDGE 224"|||343783.0|548664.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441327|"I"|"29-Mar-2018"|40441327|"CGJ7"|"Up Main/Fast"|65.1261|65.1261|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 229A <BRISCO BRIDGE>"|||343128.0|551057.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40441328|"I"|"29-Mar-2018"|40441328|"CGJ7"|"Down Main/Fast"|68.0593|68.0593|"MAV"|"Authorised Access Point - Vehicle"|"CARLISLE HASSAL STREET"|||340945.0|554510.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445766|"I"|"29-Mar-2018"|40445766|"CGJ7"|"Down Main/Fast"|0.0863|0.0863|"MAP"|"Authorised Access Point - Pedestrian"|"WENNING PLACE"|||347150.0|462544.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445767|"I"|"29-Mar-2018"|40445767|"CGJ7"|"Down Main/Fast"|0.1694|0.1694|"MAV"|"Authorised Access Point - Vehicle"|"ST. CHADS DRIVE"|||346990.0|463285.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445768|"I"|"29-Mar-2018"|40445768|"CGJ7"|"Down Main/Fast"|1.1363|1.1363|"MAV"|"Authorised Access Point - Vehicle"|"HASTY BROW RD. - BRIDGE 8"|||346452.0|464473.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445769|"I"|"29-Mar-2018"|40445769|"CGJ7"|"Up Main/Fast"|2.0819|2.0819|"MAP"|"Authorised Access Point - Pedestrian"|"HEST BANK TSC 25KV SUB STATION"|||346407.0|465551.0|"Right Hand Side"|"Operational"||"QR"|"03-May-2011"
"NHD"|40445770|"I"|"29-Mar-2018"|40445770|"CGJ7"|"Down Main/Fast"|3.0202|3.0202|"MAV"|"Authorised Access Point - Vehicle"|"HEST BANK"|||346827.0|466515.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445771|"I"|"29-Mar-2018"|40445771|"CGJ7"|"Up Main/Fast"|3.1346|3.1346|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 12"|||347400.0|467377.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445772|"I"|"29-Mar-2018"|40445772|"CGJ7"|"Up Main/Fast"|4.0702|4.0702|"MAV"|"Authorised Access Point - Vehicle"|"BOLTON-LE-SANDS BY LC"|||347966.0|468228.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445773|"I"|"29-Mar-2018"|40445773|"CGJ7"|"Down Main/Fast"|5.0167|5.0167|"MAP"|"Authorised Access Point - Pedestrian"|"DERTERN LANE <BRIDGE 15>"|||348591.0|469168.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445774|"I"|"29-Mar-2018"|40445774|"CGJ7"|"Up Main/Fast"|7.1705|7.1705|"MAV"|"Authorised Access Point - Vehicle"|"BORWICK LANE"|||351177.0|472950.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445776|"I"|"29-Mar-2018"|40445776|"CGJ7"|"Down Main/Fast"|9.0098|9.0098|"MAP"|"Authorised Access Point - Pedestrian"|"HOLMERE <COACH & HORSES BRIDGE 29>"|||351377.0|474687.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445777|"I"|"29-Mar-2018"|40445777|"CGJ7"|"Down Main/Fast"|9.1376|9.1376|"MAV"|"Authorised Access Point - Vehicle"|"DOG KENNELS"|||351575.0|475837.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445778|"I"|"29-Mar-2018"|40445778|"CGJ7"|"Down Main/Fast"|10.0485|10.0485|"MAP"|"Authorised Access Point - Pedestrian"|"HILDERSTONE"|||351866.0|476579.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445779|"I"|"29-Mar-2018"|40445779|"CGJ7"|"Down Main/Fast"|11.1040|11.1040|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 38"|||351896.0|478613.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445780|"I"|"29-Mar-2018"|40445780|"CGJ7"|"Down Main/Fast"|12.0840|12.0840|"MAV"|"Authorised Access Point - Vehicle"|"ELMSFIELD BGE.40"|||351565.0|480007.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445781|"I"|"29-Mar-2018"|40445781|"CGJ7"|"Down Main/Fast"|13.0585|13.0585|"MAV"|"Authorised Access Point - Vehicle"|"MILNTHORPE"|||351341.0|481369.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445782|"I"|"29-Mar-2018"|40445782|"CGJ7"|"Down Main/Fast"|13.0618|13.0618|"MAV"|"Authorised Access Point - Vehicle"|"MILNTHORPE EGF  SOUTH END"|||351336.0|481399.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445783|"I"|"29-Mar-2018"|40445783|"CGJ7"|"Down Main/Fast"|13.0888|13.0888|"MAP"|"Authorised Access Point - Pedestrian"|"MILNTHORPE EGF  NORTH END"|||351296.0|481642.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445784|"I"|"29-Mar-2018"|40445784|"CGJ7"|"Up Main/Fast"|14.0245|14.0245|"MAP"|"Authorised Access Point - Pedestrian"|"ROWELLS BRIDGE 47"|||351248.0|482650.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445785|"I"|"29-Mar-2018"|40445785|"CGJ7"|"Down Main/Fast"|15.0869|15.0869|"MAV"|"Authorised Access Point - Vehicle"|"HINCASTER"|||351250.0|484755.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445787|"I"|"29-Mar-2018"|40445787|"CGJ7"|"Down Main/Fast"|16.0259|16.0259|"MAV"|"Authorised Access Point - Vehicle"|"SUBMARINE BRIDGE"|||351462.0|485762.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445789|"I"|"29-Mar-2018"|40445789|"CGJ7"|"All/Multiple Tracks"|16.1059|16.1059|"MAP"|"Authorised Access Point - Pedestrian"|"RAINES HALL  FP LC"|||351681.0|486463.0|"On Track"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445790|"I"|"29-Mar-2018"|40445790|"CGJ7"|"Down Main/Fast"|16.1721|16.1721|"MAP"|"Authorised Access Point - Pedestrian"|"SEDGWICK BRIDGE 58"|||351791.0|487061.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445791|"I"|"29-Mar-2018"|40445791|"CGJ7"|"Down Main/Fast"|17.1349|17.1349|"MAP"|"Authorised Access Point - Pedestrian"|"NEWLANDS BRIDGE 60"|||352073.0|488293.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445792|"I"|"29-Mar-2018"|40445792|"CGJ7"|"All/Multiple Tracks"|18.0129|18.0129|"MAP"|"Authorised Access Point - Pedestrian"|"NATLAND  FP LC"|||352347.0|488701.0|"On Track"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445793|"I"|"29-Mar-2018"|40445793|"CGJ7"|"Up Siding"|19.0098|19.0098|"MAV"|"Authorised Access Point - Vehicle"|"OXENHOLME  UP SIDE"|||353093.0|490096.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445794|"I"|"29-Mar-2018"|40445794|"CGJ7"|"Up Main/Fast"|20.0102|20.0102|"MAP"|"Authorised Access Point - Pedestrian"|"NOT AVAILABLE"|||353340.0|491679.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445795|"I"|"29-Mar-2018"|40445795|"CGJ7"|"Up Main/Fast"|20.0194|20.0194|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 71  SEDBURGH RD."|||353357.0|491762.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445796|"I"|"29-Mar-2018"|40445796|"CGJ7"|"Down Main/Fast"|20.1234|20.1234|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 74 GREYHOUND BRIDGE"|||353382.0|492712.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445797|"I"|"29-Mar-2018"|40445797|"CGJ7"|"Up Main/Fast"|22.0537|22.0537|"MAV"|"Authorised Access Point - Vehicle"|"PADDYS' LANE"|||354107.0|495109.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445798|"I"|"29-Mar-2018"|40445798|"CGJ7"|"Down Main/Fast"|22.0841|22.0841|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 81  HAYFELL"|||354261.0|495336.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445799|"I"|"29-Mar-2018"|40445799|"CGJ7"|"Up Main/Fast"|23.0693|23.0693|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 82  APPLEBY RD."|||355663.0|495706.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445800|"I"|"29-Mar-2018"|40445800|"CGJ7"|"Down Main/Fast"|24.0419|24.0419|"MAP"|"Authorised Access Point - Pedestrian"|"LAMBRIGG EGF"|||357002.0|495834.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445801|"I"|"29-Mar-2018"|40445801|"CGJ7"|"Down Main/Fast"|24.0444|24.0444|"MAV"|"Authorised Access Point - Vehicle"|"CAMBRIGG EGF"|||357023.0|495844.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445802|"I"|"29-Mar-2018"|40445802|"CGJ7"|"All/Multiple Tracks"|24.1091|24.1091|"MAP"|"Authorised Access Point - Pedestrian"|"LAMBRIGG No.1 FOOT XING"|||357535.0|496113.0|"On Track"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445803|"I"|"29-Mar-2018"|40445803|"CGJ7"|"Up Main/Fast"|24.1618|24.1618|"MAP"|"Authorised Access Point - Pedestrian"|"BRIDGE 85  BECK HOUSES"|||358005.0|496220.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445804|"I"|"29-Mar-2018"|40445804|"CGJ7"|"All/Multiple Tracks"|25.0012|25.0012|"MAP"|"Authorised Access Point - Pedestrian"|"LAMBRIGG No.2 FOOT XING"|||358150.0|496222.0|"On Track"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445805|"I"|"29-Mar-2018"|40445805|"CGJ7"|"Down Main/Fast"|26.0194|26.0194|"MAP"|"Authorised Access Point - Pedestrian"|"GRAYRIGG BY TSE"|||359870.0|496052.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445806|"I"|"29-Mar-2018"|40445806|"CGJ7"|"Up Main/Fast"|26.1581|26.1581|"MAV"|"Authorised Access Point - Vehicle"|"HIGH HO"|||361018.0|496472.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445807|"I"|"29-Mar-2018"|40445807|"CGJ7"|"Up Main/Fast"|27.0672|27.0672|"MAV"|"Authorised Access Point - Vehicle"|"BECK FOOT FARM"|||361666.0|496814.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445808|"I"|"29-Mar-2018"|40445808|"CGJ7"|"Up Main/Fast"|30.1513|30.1513|"MAP"|"Authorised Access Point - Pedestrian"|"BARROWBRIDGE  <BRIDGE 104>"|||360934.0|501632.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445809|"I"|"29-Mar-2018"|40445809|"CGJ7"|"Up Main/Fast"|31.1107|31.1107|"MAP"|"Authorised Access Point - Pedestrian"|"TEBAY"|||361229.0|502840.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445810|"I"|"29-Mar-2018"|40445810|"CGJ7"|"All/Multiple Tracks"|32.0316|32.0316|"MAV"|"Authorised Access Point - Vehicle"|"TEBAY YARD TIMBER XING"|||361287.0|503719.0|"On Track"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445811|"I"|"29-Mar-2018"|40445811|"CGJ7"|"Down Main/Fast"|33.1322|33.1322|"MAV"|"Authorised Access Point - Vehicle"|"BRIDGE No.112"|||360214.0|505932.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445812|"I"|"29-Mar-2018"|40445812|"CGJ7"|"Up Main/Fast"|34.1344|34.1344|"MAP"|"Authorised Access Point - Pedestrian"|"SCOUT GREEN SOUTH"|||359834.0|507499.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445813|"I"|"29-Mar-2018"|40445813|"CGJ7"|"Down Main/Fast"|35.0252|35.0252|"MAV"|"Authorised Access Point - Vehicle"|"SCOUT GREEN NORTH"|||359459.0|507970.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445814|"I"|"29-Mar-2018"|40445814|"CGJ7"|"All/Multiple Tracks"|35.1463|35.1463|"MAV"|"Authorised Access Point - Vehicle"|"HAYBANK TIMBER XING"|||358884.0|508917.0|"On Track"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445815|"I"|"29-Mar-2018"|40445815|"CGJ7"|"Up Main/Fast"|36.0404|36.0404|"MAP"|"Authorised Access Point - Pedestrian"|"SALTERWATH - BRIDGE No.115"|||358534.0|509455.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445816|"I"|"29-Mar-2018"|40445816|"CGJ7"|"Down Siding"|37.1284|37.1284|"MAP"|"Authorised Access Point - Pedestrian"|"SHAP SUMMIT <ACCESS THRU SHAP GRANITE>"|||356967.0|511262.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445817|"I"|"29-Mar-2018"|40445817|"CGJ7"|"Down Siding"|36.1320|36.1320|"MAR"|"Authorised Access Point - Road-Rail Machines"|"SHAP SUMMIT"|||356949.0|511295.0|"Left Hand Side"|"Operational"||"QR"|"06-Oct-2010"
"NHD"|40445818|"I"|"29-Mar-2018"|40445818|"CGJ7"|"Down Main/Fast"|38.0777|38.0777|"MAP"|"Authorised Access Point - Pedestrian"|"NOT AVAILABLE"|||356761.0|512357.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445819|"I"|"29-Mar-2018"|40445819|"CGJ7"|"Down Main/Fast"|39.0097|39.0097|"MAV"|"Authorised Access Point - Vehicle"|"SHAP QUARRY"|||356816.0|513335.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445820|"I"|"29-Mar-2018"|40445820|"CGJ7"|"Down Main/Fast"|39.1205|39.1205|"MAV"|"Authorised Access Point - Vehicle"|"SHAP STATION <FORMER>"|||356725.0|514339.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445821|"I"|"29-Mar-2018"|40445821|"CGJ7"|"Up Main/Fast"|40.0431|40.0431|"MAP"|"Authorised Access Point - Pedestrian"|"FOOTBRIDGE 128 - PARKERS"|||356525.0|515212.0|"Right Hand Side"|"Operational"||"QR"|"08-Sep-2008"
"NHD"|40445822|"I"|"29-Mar-2018"|40445822|"CGJ7"|"Down Main/Fast"|41.1719|41.1719|"MAV"|"Authorised Access Point - Vehicle"|"ACCESS BY BGE.136"|||355529.0|517687.0|"Left Hand Side"|"Operational"||"QR"|"08-Sep-2008"
